,city,station,category,avg,std,skew,n,min,max99,True_max,median,mode,AAOMM,AAO80,95Q,ACDO80,ACDOMM,Urange,Delta,RHavgOverall
38,"Klamath Falls, OR",KIA LCD,WBTmax,46.62301369863014,10.555267898795249,-0.2378882889462186,5475,0.0,65.84444444444445,69.0,47.0,38.0,0.0,0.0,62.0,0.0,0.0,22.37698630136986,19.22143074581431,68.70217242248255
39,"Las Vegas, NV",MIA LCD,WBTmax,54.8167855183763,9.961770214441888,-0.0256049089424169,7292,0.0,75.04807692307692,80.0,55.0,52.0,0.0,0.0,71.0,0.0,0.0,25.1832144816237,20.23129140470062,28.162786368913206
40,"Lebanon, NH",LMA LCD,WBTmax,48.33388097845929,17.173493141558843,-0.2507111843533621,5478,0.0,76.95833333333333,81.0,50.0,66.0,0.0,0.05,73.0,0.0,0.0,32.66611902154071,28.62445235487404,75.73536367334198
41,"Los Angeles, CA",LAI LCD,WBTmax,60.01784733662823,5.658548953191224,-0.3361168104488796,7284,0.0,72.67901234567901,77.0,60.0,59.0,0.0,0.0,69.0,0.0,0.0,16.98215266337177,12.661165009050784,72.07399283468597
42,"Louisville, KY",LIA LCD,WBTmax,56.74822015334063,15.548611089074392,-0.4972358586055077,7304,0.0,79.62666666666667,84.0,60.0,75.0,0.5,1.3,77.0,0.25,0.125,27.251779846659367,22.87844651332604,68.25530546371577
43,"Memphis, TN",MIA LCD,WBTmax,61.03582704186685,14.438631401643134,-0.575735036788454,7285,0.0,81.55474452554745,85.0,64.0,76.0,2.2,6.0,79.0,1.8041666666666665,0.7833333333333333,23.964172958133148,20.5189174836806,68.17956624406796
44,MIA second try,,WBTmax,72.6871270944013,6.484033532250844,-1.4886651382881413,24470,0.0,81.23694779116465,85.0,74.0,78.0,1.3285714285714283,7.085714285714285,80.0,1.1629551820728292,0.3676470588235294,12.312872905598695,8.549820696763348,73.2323042281396
45,"Miles City, MT",MCA LCD,WBTmax,45.36845956824003,16.62950442943283,-0.6532338609975321,5466,-19.0,72.33333333333333,79.0,47.0,65.0,0.0,0.0,68.0,0.0,0.0,33.63154043175997,26.9648737650933,64.78692069628718
46,"Milwaukee, WI",MMA LCD,WBTmax,48.667624914442165,17.475258713888994,-0.2600472754334846,7305,-11.0,78.16814159292035,83.0,49.0,68.0,0.2,0.3,74.0,0.2,0.0,34.332375085557835,29.500516678478185,72.08938538240345
47,"Minneapolis, MN",MIA LCD,WBTmax,46.46220028208744,19.448381536339166,-0.3426690042271516,7090,-14.0,79.32098765432099,85.0,48.0,67.0,0.35,0.65,73.0,0.3,0.15,38.53779971791256,32.85878737223354,69.9651707396679
