,city,station,category,avg,std,skew,n,min,max99,True_max,median,mode,AAOMM,AAO90,95Q,ACDO90,ACDOMM,Urange,Delta,RHavgOverall,Pcau,POcau,Pexcau,POexcau,Pdan,POdan,Pexdan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Miami, FL",MIA LCD,HIavg,78.12987499,9.74938636,-0.688608337,3653,35.79304167,95.14767293,97.96827598,78.84733728,35.79304167,328.8,34,91.8094081,4.512820513,0,19.83840099,17.01779794,72.39957584,0.346564468,0.45031481,0.103750342,0.103750342,0,0,0
